Ticker,AVGO,HD,JPM,LLY,MSFT,UNH,V,WMT,XOM
AVGO,0.00670843147163493,0.001976092469680516,0.002404555213147337,0.0007883920555626515,0.0018105910898185617,0.001392596212107384,0.001965857991665951,0.0004434082393331982,0.0015621227869640699
HD,0.001976092469680516,0.0037760340244801134,0.00216135131612732,0.00040446805924188506,0.001752601461485144,0.0012737945584830475,0.0015447490917304921,0.0009164282215904305,0.0015502722703930453
JPM,0.002404555213147337,0.00216135131612732,0.005540411636189272,0.0005702682176377216,0.0021887682412162954,0.001523041301402757,0.001918541835889335,0.0005654958677888715,0.002767582940029959
LLY,0.0007883920555626515,0.00040446805924188506,0.0005702682176377216,0.0035491939888632365,0.0005372130050709537,0.0007781072883896747,0.0005681100256477146,0.0003878515454905731,0.0008579722478292797
MSFT,0.0018105910898185617,0.001752601461485144,0.0021887682412162954,0.0005372130050709537,0.0039401128425182634,0.0009164639098269794,0.001707344991976897,0.0008091209473263538,0.0012128396231661388
UNH,0.001392596212107384,0.0012737945584830475,0.001523041301402757,0.0007781072883896747,0.0009164639098269794,0.0031684663177452242,0.0010936103295015299,0.0009455560874548572,0.0012387754250952226
V,0.001965857991665951,0.0015447490917304921,0.001918541835889335,0.0005681100256477146,0.001707344991976897,0.0010936103295015299,0.0033949448877446248,0.0006993228884806392,0.0018377753760747987
WMT,0.0004434082393331982,0.0009164282215904305,0.0005654958677888715,0.0003878515454905731,0.0008091209473263538,0.0009455560874548572,0.0006993228884806392,0.0026284123645414497,0.00054410533177474
XOM,0.0015621227869640699,0.0015502722703930453,0.002767582940029959,0.0008579722478292797,0.0012128396231661388,0.0012387754250952226,0.0018377753760747987,0.00054410533177474,0.0051037722827869565
